24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182.93,287.41,174.26,280.86,181.03,278.03,176.63,268.61,172.38,247.29,173.56,222.32,179.26,203.99,181.55,196.54,180.66,187.95,176.03,180.92,183.93,175.99,181.09,183.68,Peptide699,ErbB1-pY978,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2.97,107.45,-5.7,100.9,1.07,98.07,-3.33,88.65,-7.58,67.33,-6.4,42.36,-0.7,24.03,1.59,16.58,0.7,7.99,-3.93,0.96,3.97,-3.97,1.13,3.72
302.18,175.26,290.41,175.11,282.57,178.37,267.04,185.68,243,176.04,231.88,175.68,212.77,174.69,202.82,175.68,189.43,181.62,185.02,181.81,175.19,175.66,182.11,184.9,Peptide699,ErbB1-pY978,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,122.22,-4.7,110.45,-4.85,102.61,-1.59,87.08,5.72,63.04,-3.92,51.92,-4.28,32.81,-5.27,22.86,-4.28,9.47,1.66,5.06,1.85,-4.77,-4.3,2.15,4.94
231.14,196.02,209.96,180.67,201,180.32,192.99,174.02,185.18,176.62,185.53,178.4,179.73,171.46,182.08,181.66,182.73,178.86,177.08,178.31,186.22,168.04,182.01,179.35,Peptide699,ErbB1-pY978,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,51.18,16.06,30,0.71,21.04,0.36,13.03,-5.94,5.22,-3.34,5.57,-1.56,-0.23,-8.5,2.12,1.7,2.77,-1.1,-2.88,-1.65,6.26,-11.92,2.05,-0.61
257.03,211.2,236.34,192.65,233.37,187.04,218.13,181.73,210.66,183,197.98,178.93,189.14,178.88,190.12,179.26,175.88,176.99,179.5,176.03,179.77,184.2,181.74,186.23,Peptide699,ErbB1-pY978,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,77.07,31.24,56.38,12.69,53.41,7.08,38.17,1.77,30.7,3.04,18.02,-1.03,9.18,-1.08,10.16,-0.7,-4.08,-2.97,-0.46,-3.93,-0.19,4.24,1.78,6.27
190.24,196.3,185.12,188.96,178.42,179.34,181.44,181.6,176.56,185.43,177.34,182.34,179.21,180.29,175.02,188.23,182.76,175.28,182.19,180.79,181.61,177.65,176.41,181.66,Peptide699,ErbB1-pY978,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,10.28,16.34,5.16,9,-1.54,-0.62,1.48,1.64,-3.4,5.47,-2.62,2.38,-0.75,0.33,-4.94,8.27,2.8,-4.68,2.23,0.83,1.65,-2.31,-3.55,1.7
196.17,181.23,191.01,186.49,177.33,186.72,182.16,189.06,184.37,179.96,187.57,181.88,182.41,184.92,183.27,182.54,184.01,184.35,182.21,184.2,184.32,180.45,179.8,193.41,Peptide699,ErbB1-pY978,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,16.21,1.27,11.05,6.53,-2.63,6.76,2.2,9.1,4.41,0,7.61,1.92,2.45,4.96,3.31,2.58,4.05,4.39,2.25,4.24,4.36,0.49,-0.16,13.45
182.93,287.41,174.26,280.86,181.03,278.03,176.63,268.61,172.38,247.29,173.56,222.32,179.26,203.99,181.55,196.54,180.66,187.95,176.03,180.92,183.93,175.99,181.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193.98,180.77,182.51,174.99,182.38,178.28,180.06,180.74,183.8,179.18,180.4,180.05,178.5,177.51,183.84,182.42,184.26,179.28,186.04,188.29,188.52,184.84,179.11,191.53,Peptide700,ErbB2-pY781,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,178.59,15.39,2.18,3.92,-3.6,3.79,-0.31,1.47,2.15,5.21,0.59,1.81,1.46,-0.09,-1.08,5.25,3.83,5.67,0.69,7.45,9.7,9.93,6.25,0.52,12.94
189.57,182.43,179.54,185.72,182.12,176.91,179.2,182.07,177.86,180.03,179.79,179.19,177.24,182.66,186.68,186.4,178.79,180.18,177.25,178.58,180.33,183.41,183.11,187.84,Peptide700,ErbB2-pY781,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,10.98,3.84,0.95,7.13,3.53,-1.68,0.61,3.48,-0.73,1.44,1.2,0.6,-1.35,4.07,8.09,7.81,0.2,1.59,-1.34,-0.01,1.74,4.82,4.52,9.25
191.01,209.75,179.35,194.37,183.08,182.01,183.37,182.14,179.33,175.22,172.52,181.88,177.18,180.05,179.25,172.36,184.64,175.26,177.83,176.24,179.94,174.16,175.47,185.09,Peptide700,ErbB2-pY781,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,12.42,31.16,0.76,15.78,4.49,3.42,4.78,3.55,0.74,-3.37,-6.07,3.29,-1.41,1.46,0.66,-6.23,6.05,-3.33,-0.76,-2.35,1.35,-4.43,-3.12,6.5
193.23,187.99,176.96,190.09,172.15,177.31,179.88,176.91,181.79,179.17,181.3,178.07,177.3,181.03,176.3,179.7,181.73,174.5,178.38,177.26,174.52,179.74,182.06,183.78,Peptide700,ErbB2-pY781,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,14.64,9.4,-1.63,11.5,-6.44,-1.28,1.29,-1.68,3.2,0.58,2.71,-0.52,-1.29,2.44,-2.29,1.11,3.14,-4.09,-0.21,-1.33,-4.07,1.15,3.47,5.19
190.74,170.45,180.6,172.85,177.38,179.36,182.53,170.41,181,177.93,179.18,176.2,180.88,179.06,183.68,178.89,182.2,180.19,182.19,172.33,180.18,180.56,179.37,179.93,Peptide700,ErbB2-pY781,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,12.15,-8.14,2.01,-5.74,-1.21,0.77,3.94,-8.18,2.41,-0.66,0.59,-2.39,2.29,0.47,5.09,0.3,3.61,1.6,3.6,-6.26,1.59,1.97,0.78,1.34
189.89,178.03,176.44,174.92,174.83,175.8,176.29,173.75,183.88,174.39,181.14,178.13,177.73,183.06,178.26,175.06,176.32,179.29,177.94,183.84,181.51,176.08,178.27,184.03,Peptide700,ErbB2-pY781,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,11.3,-0.56,-2.15,-3.67,-3.76,-2.79,-2.3,-4.84,5.29,-4.2,2.55,-0.46,-0.86,4.47,-0.33,-3.53,-2.27,0.7,-0.65,5.25,2.92,-2.51,-0.32,5.44
189.34,178.53,179.99,174.99,180.97,176.39,177.83,179.68,175.04,168.47,173.87,172.93,177.86,173.73,180.38,174.63,181.93,181.66,175.7,172.09,171.24,176.05,180.21,178.24,Peptide700,ErbB2-pY781,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,10.75,-0.06,1.4,-3.6,2.38,-2.2,-0.76,1.09,-3.55,-10.12,-4.72,-5.66,-0.73,-4.86,1.79,-3.96,3.34,3.07,-2.89,-6.5,-7.35,-2.54,1.62,-0.35
185.06,194.03,174.54,185.49,175.08,178.64,170.85,176.53,181.65,179.06,180.46,175.95,175.52,179.58,174.24,179.03,175.73,181.75,170.82,174.66,181.03,185,180.18,182.57,Peptide700,ErbB2-pY781,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,6.47,15.44,-4.05,6.9,-3.51,0.05,-7.74,-2.06,3.06,0.47,1.87,-2.64,-3.07,0.99,-4.35,0.44,-2.86,3.16,-7.77,-3.93,2.44,6.41,1.59,3.98
174.47,179.34,180.87,173.18,176.48,172.04,175.25,173.57,170.59,177.18,175.79,173.72,173.69,177.57,178.7,178.02,182.4,174.07,178.12,173,174.51,170.23,177.7,177.91,Peptide700,ErbB2-pY781,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-4.12,0.75,2.28,-5.41,-2.11,-6.55,-3.34,-5.02,-8,-1.41,-2.8,-4.87,-4.9,-1.02,0.11,-0.57,3.81,-4.52,-0.47,-5.59,-4.08,-8.36,-0.89,-0.68
187.04,178.43,182.08,180.13,178.05,179.83,176.3,180.11,178.05,177.43,180.27,177.7,168.99,177.06,178.56,173.67,174.96,175.87,176.18,181.34,174.16,176.93,180.71,185.1,Peptide700,ErbB2-pY781,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,8.45,-0.16,3.49,1.54,-0.54,1.24,-2.29,1.52,-0.54,-1.16,1.68,-0.89,-9.6,-1.53,-0.03,-4.92,-3.63,-2.72,-2.41,2.75,-4.43,-1.66,2.12,6.51
183.25,213.51,173.56,203.16,177.09,184.84,176.74,185.19,182.16,173.94,176.61,171.97,178.74,178.49,179.77,180.16,180.36,178.01,178.44,174.98,178.43,177.46,180.33,179,Peptide700,ErbB2-pY781,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.66,34.92,-5.03,24.57,-1.5,6.25,-1.85,6.6,3.57,-4.65,-1.98,-6.62,0.15,-0.1,1.18,1.57,1.77,-0.58,-0.15,-3.61,-0.16,-1.13,1.74,0.41
196.64,172.06,190.77,175.58,174.99,177.13,179.37,178.48,177.42,170.3,175.45,162.07,178.15,178.22,174.5,175.84,174.19,177.48,181.69,174.24,180.75,170.82,179.73,179.63,Peptide700,ErbB2-pY781,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,18.05,-6.53,12.18,-3.01,-3.6,-1.46,0.78,-0.11,-1.17,-8.29,-3.14,-16.52,-0.44,-0.37,-4.09,-2.75,-4.4,-1.11,3.1,-4.35,2.16,-7.77,1.14,1.04
195.39,177.43,186.35,175.34,172.55,167.99,178.91,173.7,174.84,178.53,173.52,176.74,174.39,169.21,172.96,173.51,174.1,172.74,178.06,181.19,179.12,178.18,181.23,181.41,Peptide700,ErbB2-pY781,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,16.8,-1.16,7.76,-3.25,-6.04,-10.6,0.32,-4.89,-3.75,-0.06,-5.07,-1.85,-4.2,-9.38,-5.63,-5.08,-4.49,-5.85,-0.53,2.6,0.53,-0.41,2.64,2.82
204.64,195.7,191.6,176.51,184.6,178.02,181.97,179.11,178.07,175.04,173.28,172.93,178.54,171.64,179.16,177.54,179.74,178.37,177.29,174.83,175.6,173.59,176.15,186.61,Peptide700,ErbB2-pY781,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,26.05,17.11,13.01,-2.08,6.01,-0.57,3.38,0.52,-0.52,-3.55,-5.31,-5.66,-0.05,-6.95,0.57,-1.05,1.15,-0.22,-1.3,-3.76,-2.99,-5,-2.44,8.02
197.09,215.42,180.88,203.84,179,180.86,178.69,182.44,178.17,183.34,183.6,177.08,174.04,185.41,184.37,173.9,176.66,175.34,179.99,176.92,176.7,170.95,181.23,179.94,Peptide700,ErbB2-pY781,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,18.5,36.83,2.29,25.25,0.41,2.27,0.1,3.85,-0.42,4.75,5.01,-1.51,-4.55,6.82,5.78,-4.69,-1.93,-3.25,1.4,-1.67,-1.89,-7.64,2.64,1.35
195.18,180.89,184.46,182.14,181.66,181.69,181.97,175.58,188.57,182.86,184.58,175.15,181.24,184.71,181.86,182.41,182.63,184.35,185.15,178.68,179.05,179.18,180.34,192.01,Peptide700,ErbB2-pY781,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,16.59,2.3,5.87,3.55,3.07,3.1,3.38,-3.01,9.98,4.27,5.99,-3.44,2.65,6.12,3.27,3.82,4.04,5.76,6.56,0.09,0.46,0.59,1.75,13.42
