84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.7,179.72,199.02,189.12,188.22,185.02,193.46,189.86,189.56,186.96,190.43,181.42,184.74,187.07,188.03,187.42,186.52,185.34,189.85,195.48,193.24,186.06,190.39,185.7,,Peptide444,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.23,-12.75,6.55,-3.35,-4.25,-7.45,0.99,-2.61,-2.91,-5.51,-2.04,-11.05,-7.73,-5.4,-4.44,-5.05,-5.95,-7.13,-2.62,3.01,0.77,-6.41,-2.08,-6.77
188.87,185.9,184.96,188.01,189.42,183.03,183.6,183.41,185.33,183.13,188.81,188.62,186.95,180.6,192.52,188.8,188.11,183.27,184.92,199.51,190.04,190.49,188.86,178.12,,Peptide444,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-3.6,-6.57,-7.51,-4.46,-3.05,-9.44,-8.87,-9.06,-7.14,-9.34,-3.66,-3.85,-5.52,-11.87,0.05,-3.67,-4.36,-9.2,-7.55,7.04,-2.43,-1.98,-3.61,-14.35
196.95,189.61,193.79,188.56,179.41,181.52,191.58,163.69,181.52,183.32,186.85,179.35,186.74,187.34,191.62,185.9,189.29,193.25,188.12,196.27,197.67,190.69,185.18,191.87,,Peptide444,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.48,-2.86,1.32,-3.91,-13.06,-10.95,-0.89,-28.78,-10.95,-9.15,-5.62,-13.12,-5.73,-5.13,-0.85,-6.57,-3.18,0.78,-4.35,3.8,5.2,-1.78,-7.29,-0.6
226.34,212.17,209.08,200.55,190.77,193.2,188.03,193.7,188.26,186.8,180.65,187.15,181.75,190.54,183.5,197.59,192.36,190.5,189.51,186.41,189.07,191.89,193.88,181.51,,Peptide444,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,33.87,19.7,16.61,8.08,-1.7,0.73,-4.44,1.23,-4.21,-5.67,-11.82,-5.32,-10.72,-1.93,-8.97,5.12,-0.11,-1.97,-2.96,-6.06,-3.4,-0.58,1.41,-10.96
192.55,186.54,190.91,183.11,188.04,191.78,198.39,182.61,192.18,188.61,192.66,182.53,182.91,182.16,188.81,187.5,191.74,190.61,194.54,182.15,195.16,192.89,193.41,192.34,,Peptide444,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0.08,-5.93,-1.56,-9.36,-4.43,-0.69,5.92,-9.86,-0.29,-3.86,0.19,-9.94,-9.56,-10.31,-3.66,-4.97,-0.73,-1.86,2.07,-10.32,2.69,0.42,0.94,-0.13
202.71,202.83,199.9,193.54,191.86,206.62,203.56,199.7,196.78,209.86,196.11,199.59,191.09,190.38,199.3,196.81,198.41,204.8,200.12,196.73,204.24,202.36,193.94,199.33,,Peptide444,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,10.24,10.36,7.43,1.07,-0.61,14.15,11.09,7.23,4.31,17.39,3.64,7.12,-1.38,-2.09,6.83,4.34,5.94,12.33,7.65,4.26,11.77,9.89,1.47,6.86
179.35,209.79,198.74,201.69,190.76,193.6,194.44,196.88,182.87,192.08,196.05,190.19,193.88,171.53,185.57,202.39,186.57,192.53,202.19,200.26,191.06,191.49,194.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196.69,173.86,186.78,176.55,174.47,180.1,175.8,177.34,167.86,161.25,162.09,174.11,176.58,165.81,159.03,179.4,185.89,177.14,186.49,177.67,180.33,176.32,181.97,189.33,,Peptide446,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,176.845,19.845,-2.985,9.935,-0.295,-2.375,3.255,-1.045,0.495,-8.985,-15.595,-14.755,-2.735,-0.265,-11.035,-17.815,2.555,9.045,0.295,9.645,0.825,3.485,-0.525,5.125,12.485
183.83,177.66,179.02,187.33,173.16,175.9,183.81,183.78,191.05,170.03,175.57,172.73,184.66,173.17,185.9,158.68,173.95,173.22,180.78,177.05,183.13,178.76,176.72,188.77,,Peptide446,TEC,TENS1,TEC,TENS1,TEC,TENS1,TEC,TENS1,TEC,TENS1,TEC,TENS1,TEC,TENS1,TEC,TENS1,TEC,TENS1,TEC,TENS1,TEC,TENS1,TEC,TENS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,6.985,0.815,2.175,10.485,-3.685,-0.945,6.965,6.935,14.205,-6.815,-1.275,-4.115,7.815,-3.675,9.055,-18.165,-2.895,-3.625,3.935,0.205,6.285,1.915,-0.125,11.925
186.53,193.24,179.21,190.73,168.78,180.57,185.48,163.31,174.36,169.27,177.84,178.8,181.23,178.75,181.21,179.4,182.52,176.96,176.3,175.73,179.81,178.2,181.32,159.02,,Peptide446,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,9.685,16.395,2.365,13.885,-8.065,3.725,8.635,-13.535,-2.485,-7.575,0.995,1.955,4.385,1.905,4.365,2.555,5.675,0.115,-0.545,-1.115,2.965,1.355,4.475,-17.825
186.13,183.2,178.3,175.83,182.46,176.83,177.1,177.37,177.78,157.48,181.02,179.35,178.54,179.4,180.99,173.03,179.26,176.69,177.62,176.08,176.72,174.15,180.58,184.28,,Peptide446,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,9.285,6.355,1.455,-1.015,5.615,-0.015,0.255,0.525,0.935,-19.365,4.175,2.505,1.695,2.555,4.145,-3.815,2.415,-0.155,0.775,-0.765,-0.125,-2.695,3.735,7.435
175.48,178.44,163.73,165.89,169.1,169.7,174.65,171.41,175.16,167.11,171.58,169.98,181.39,177.39,172.04,155.81,186.88,173.18,180.89,168.41,177.11,178.46,182.53,172.09,,Peptide446,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1.365,1.595,-13.115,-10.955,-7.745,-7.145,-2.195,-5.435,-1.685,-9.735,-5.265,-6.865,4.545,0.545,-4.805,-21.035,10.035,-3.665,4.045,-8.435,0.265,1.615,5.685,-4.755
204.2,172.23,183.06,174.27,182.47,171.72,170.5,176.03,182.33,173.62,172.7,178.43,180.45,182.3,174.09,178.08,178.16,176.86,171.55,183.85,176.92,177.57,172.92,171.33,,Peptide446,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,27.355,-4.615,6.215,-2.575,5.625,-5.125,-6.345,-0.815,5.485,-3.225,-4.145,1.585,3.605,5.455,-2.755,1.235,1.315,0.015,-5.295,7.005,0.075,0.725,-3.925,-5.515
177.38,159.79,178.42,179.21,180.13,178.82,180.34,175.18,171.96,169.13,182.73,167.66,175.06,177.28,180.75,179.89,175.43,168.34,177.83,171.05,172.15,173.28,172.13,179.39,,Peptide446,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0.535,-17.055,1.575,2.365,3.285,1.975,3.495,-1.665,-4.885,-7.715,5.885,-9.185,-1.785,0.435,3.905,3.045,-1.415,-8.505,0.985,-5.795,-4.695,-3.565,-4.715,2.545
183.26,164.27,180.48,176.36,169.46,177.22,175.61,177.93,166.61,176.59,174.41,172.28,171.44,179.4,172.83,179.23,168.07,178.54,177.53,174.31,177.51,176.9,180.17,178.13,,Peptide446,TNS,PLCG1-C,TNS,PLCG1-C,TNS,PLCG1-C,TNS,PLCG1-C,TNS,PLCG1-C,TNS,PLCG1-C,TNS,PLCG1-C,TNS,PLCG1-C,TNS,PLCG1-C,TNS,PLCG1-C,TNS,PLCG1-C,TNS,PLCG1-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,6.415,-12.575,3.635,-0.485,-7.385,0.375,-1.235,1.085,-10.235,-0.255,-2.435,-4.565,-5.405,2.555,-4.015,2.385,-8.775,1.695,0.685,-2.535,0.665,0.055,3.325,1.285
210.51,175.28,193.11,180.31,177.47,176.07,176.46,173.52,175.11,173.17,169.24,165.07,167.72,171.18,179.84,180.6,173.95,171.83,178.87,175.38,182.85,176.41,172.69,179.54,,Peptide446,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,33.665,-1.565,16.265,3.465,0.625,-0.775,-0.385,-3.325,-1.735,-3.675,-7.605,-11.775,-9.125,-5.665,2.995,3.755,-2.895,-5.015,2.025,-1.465,6.005,-0.435,-4.155,2.695
190.39,176.44,189.2,179.04,182.44,177.01,179.58,168.2,172.27,175.81,171.1,170.92,170.98,165.08,178.91,174.69,181.9,174.99,175.13,173.12,176.78,179.92,175.85,176.54,,Peptide446,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,13.545,-0.405,12.355,2.195,5.595,0.165,2.735,-8.645,-4.575,-1.035,-5.745,-5.925,-5.865,-11.765,2.065,-2.155,5.055,-1.855,-1.715,-3.725,-0.065,3.075,-0.995,-0.305
181.44,174.7,171.82,166.55,175.56,164.29,191.16,171.48,164.6,174.04,172.12,174.34,177.69,178.52,181.67,173.32,176.51,175.87,172.44,161.04,176.9,166.95,179.85,175.48,,Peptide446,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.595,-2.145,-5.025,-10.295,-1.285,-12.555,14.315,-5.365,-12.245,-2.805,-4.725,-2.505,0.845,1.675,4.825,-3.525,-0.335,-0.975,-4.405,-15.805,0.055,-9.895,3.005,-1.365
176.97,175.87,173.74,169.88,177.28,176.31,167.02,177.74,170.45,170.85,164.72,179,174.64,173.83,177.23,179.08,174.22,177.39,170.91,172.62,176.24,174.31,176.67,173.34,,Peptide446,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0.125,-0.975,-3.105,-6.965,0.435,-0.535,-9.825,0.895,-6.395,-5.995,-12.125,2.155,-2.205,-3.015,0.385,2.235,-2.625,0.545,-5.935,-4.225,-0.605,-2.535,-0.175,-3.505
185.68,167.15,173.16,172.64,174.4,167.76,171.4,175.31,174.43,165.05,172.68,172.62,176.06,171.92,179.88,172.61,174.52,177.98,173.57,185.19,177.44,171.83,175.42,179.92,,Peptide446,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,8.835,-9.695,-3.685,-4.205,-2.445,-9.085,-5.445,-1.535,-2.415,-11.795,-4.165,-4.225,-0.785,-4.925,3.035,-4.235,-2.325,1.135,-3.275,8.345,0.595,-5.015,-1.425,3.075
189.31,177.22,183.03,181.16,183.29,176.8,183.8,165.93,170.96,167.4,180.48,174.62,179.01,171.49,176.75,181.35,170.31,165.42,167.17,173.99,175.75,171.62,177.85,177.85,,Peptide446,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,12.465,0.375,6.185,4.315,6.445,-0.045,6.955,-10.915,-5.885,-9.445,3.635,-2.225,2.165,-5.355,-0.095,4.505,-6.535,-11.425,-9.675,-2.855,-1.095,-5.225,1.005,1.005
189.43,175.99,176.46,161.55,177.13,166.14,171.9,180.62,173.56,171.31,175.98,171.29,178.4,173.32,170.05,173.1,175.41,176.54,173.31,163.97,177.34,170.78,172.4,180.41,,Peptide446,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,12.585,-0.855,-0.385,-15.295,0.285,-10.705,-4.945,3.775,-3.285,-5.535,-0.865,-5.555,1.555,-3.525,-6.795,-3.745,-1.435,-0.305,-3.535,-12.875,0.495,-6.065,-4.445,3.565
177.2,186.43,182.13,186.94,175.89,173.18,182.25,186.16,185.23,184.09,183.93,182.45,182.43,180.16,177.62,184.65,181.62,187.61,177.28,177.06,177.2,181.45,181.2,183.4,,Peptide446,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0.355,9.585,5.285,10.095,-0.955,-3.665,5.405,9.315,8.385,7.245,7.085,5.605,5.585,3.315,0.775,7.805,4.775,10.765,0.435,0.215,0.355,4.605,4.355,6.555
173.86,186.78,176.55,174.47,180.1,175.8,177.34,167.86,161.25,162.09,174.11,176.58,165.81,159.03,179.4,185.89,177.14,186.49,177.67,180.33,176.32,181.97,189.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
