12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,0.002441406,0.002441406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189.23,185,184.13,184.51,173.54,176.43,180.03,153.63,176.23,180.08,176.02,175.22,175.3,177.59,180.4,181.04,180.32,176.01,181.14,178.61,176.13,169.59,177.87,179.72,,Peptide432,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,10.235,6.005,5.135,5.515,-5.455,-2.565,1.035,-25.365,-2.765,1.085,-2.975,-3.775,-3.695,-1.405,1.405,2.045,1.325,-2.985,2.145,-0.385,-2.865,-9.405,-1.125,0.725
203.43,206.3,194.87,193.64,186.97,189.98,189.67,182.28,187.59,185.66,177.13,182.56,174.83,184.99,180.58,177.39,178.64,174.51,176.92,172.31,177.33,180.5,178.93,173.03,,Peptide432,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,24.435,27.305,15.875,14.645,7.975,10.985,10.675,3.285,8.595,6.665,-1.865,3.565,-4.165,5.995,1.585,-1.605,-0.355,-4.485,-2.075,-6.685,-1.665,1.505,-0.065,-5.965
191.07,158.65,184.84,190.69,181.21,180.1,176.22,179.04,171.82,167.16,176.81,179.86,180.87,182.82,180.76,178.4,180.37,175.74,181.94,182.52,176.74,177.39,180.18,183.04,,Peptide432,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,12.075,-20.345,5.845,11.695,2.215,1.105,-2.775,0.045,-7.175,-11.835,-2.185,0.865,1.875,3.825,1.765,-0.595,1.375,-3.255,2.945,3.525,-2.255,-1.605,1.185,4.045
158.73,195.4,180.12,186.69,184.68,187.2,183.55,184.02,155.09,170.29,180.37,175.14,184.26,179.98,180.38,181.43,180.8,178.61,181.36,179.22,173.74,178.47,179.41,170.75,,Peptide432,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-20.265,16.405,1.125,7.695,5.685,8.205,4.555,5.025,-23.905,-8.705,1.375,-3.855,5.265,0.985,1.385,2.435,1.805,-0.385,2.365,0.225,-5.255,-0.525,0.415,-8.245
175.43,193.72,189,186.62,169.61,176.16,183.88,182.99,182.16,163.1,176.33,187.07,178.86,175.3,179.44,172.99,179.04,176.83,181.1,177.29,178.99,173.2,178.97,182.76,,Peptide432,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-3.565,14.725,10.005,7.625,-9.385,-2.835,4.885,3.995,3.165,-15.895,-2.665,8.075,-0.135,-3.695,0.445,-6.005,0.045,-2.165,2.105,-1.705,-0.005,-5.795,-0.025,3.765
184.97,186.52,187.05,185.1,181.78,183.77,187.02,181.58,176.71,175.36,185.79,182.04,183.94,182.93,174.14,185.08,188.05,180.16,182.09,184.08,182.69,176.43,181.14,172.64,,Peptide432,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.975,7.525,8.055,6.105,2.785,4.775,8.025,2.585,-2.285,-3.635,6.795,3.045,4.945,3.935,-4.855,6.085,9.055,1.165,3.095,5.085,3.695,-2.565,2.145,-6.355
178.1,180.68,183.46,179.62,178.83,186.69,181.11,177.71,181.81,173.97,182.57,176.49,175.71,181.4,175.74,178.93,179.16,178.9,177.89,180.9,179.22,185.12,175.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.08,176.71,234.59,177.45,222.45,173.74,228.49,167.96,206.83,180.41,202.72,161.14,189.71,172.75,181.77,167.95,192.05,181.04,182.49,174.28,183.36,172.04,173.41,199.72,,Peptide433,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,174.14,0,2.57,60.45,3.31,48.31,-0.4,54.35,-6.18,32.69,6.27,28.58,-13,0,-1.39,7.63,-6.19,17.91,6.9,8.35,0.14,9.22,-2.1,-0.73,25.58
184.65,194.37,182.01,193.06,175.26,183.57,176.03,181.56,175.25,173.43,177.61,166.18,172.47,173.95,176.66,170.31,173.07,175.41,176.89,177.22,177.41,176.79,175.25,177.58,,Peptide433,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,10.51,20.23,7.87,0,1.12,9.43,1.89,7.42,1.11,-0.71,3.47,-7.96,-1.67,-0.19,2.52,-3.83,-1.07,1.27,2.75,3.08,3.27,2.65,1.11,3.44
220.97,180.39,215.77,165.68,213.05,170.97,224.12,175.15,213.42,170.41,202.38,171.27,185.49,170.21,175.9,166.01,176.84,173.37,171.03,168.11,172.5,175.01,176.82,173.73,,Peptide433,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,46.83,6.25,41.63,-8.46,38.91,-3.17,49.98,1.01,39.28,-3.73,28.24,-2.87,11.35,-3.93,1.76,-8.13,2.7,-0.77,-3.11,-6.03,-1.64,0.87,2.68,-0.41
170.8,174.25,175.3,174.03,182.34,175.41,176.13,175.55,173.6,175.2,177.75,173.96,178.63,170.17,176.11,179.29,179.45,174.84,176.45,169.83,175.21,171.75,178.47,172.24,,Peptide433,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-3.34,0.11,1.16,-0.11,8.2,1.27,1.99,1.41,-0.54,1.06,3.61,-0.18,4.49,-3.97,1.97,5.15,5.31,0.7,2.31,-4.31,1.07,-2.39,4.33,-1.9
176.44,177.48,173.2,178.56,169.81,174.62,174.73,171.04,170.35,171.81,171.2,173.77,179.73,170.27,170.23,176.34,180.31,172.23,170.59,170.59,169.14,174.22,176.25,174.04,,Peptide433,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2.3,3.34,-0.94,4.42,-4.33,0.48,0.59,-3.1,-3.79,-2.33,-2.94,-0.37,5.59,-3.87,-3.91,2.2,6.17,-1.91,-3.55,-3.55,-5,0.08,2.11,-0.1
182.9,174.65,177.41,181.26,166.74,172.32,178.26,177.24,182.29,178.18,164.44,169.66,171.34,170.77,171.49,174.59,170.26,169.09,178.68,176.35,175.19,170.38,175.71,174.75,,Peptide433,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,8.76,0.51,3.27,7.12,-7.4,-1.82,4.12,3.1,8.15,4.04,-9.7,-4.48,-2.8,-3.37,-2.65,0.45,-3.88,-5.05,4.54,2.21,1.05,-3.76,1.57,0.61
152.99,169.6,192.95,177.5,187.04,170.17,183.82,171.98,173.85,172.39,168.72,173.72,170.72,177.28,172.15,175.3,176.97,173.71,171.69,170.38,174.45,170.1,175.39,172.96,,Peptide433,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,-4.54,18.81,3.36,12.9,-3.97,9.68,-2.16,-0.29,-1.75,0,-0.42,-3.42,3.14,-1.99,1.16,2.83,-0.43,-2.45,-3.76,0.31,-4.04,1.25,-1.18
167.21,169.32,173.83,170.17,169.97,148.78,173.95,173.13,169.91,172.18,171.29,173.77,169.46,169.94,170.27,172.11,173.1,176.45,168.84,175.2,178.71,171.25,179.46,178.54,,Peptide433,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-6.93,-4.82,-0.31,-3.97,-4.17,-25.36,-0.19,-1.01,-4.23,-1.96,-2.85,-0.37,-4.68,-4.2,-3.87,-2.03,-1.04,2.31,-5.3,1.06,4.57,-2.89,5.32,4.4
175.92,141.88,151.39,153.61,169.26,228.26,178.32,234.86,176.88,221.07,173.93,226.8,177.69,208.12,168.3,193.54,175.12,179.92,174.59,176.11,179.38,175.82,171.55,179.75,,Peptide433,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1.78,0,-22.75,0,-4.88,54.12,4.18,60.72,2.74,46.93,-0.21,52.66,3.55,33.98,-5.84,19.4,0.98,5.78,0.45,1.97,5.24,1.68,-2.59,5.61
151.27,187.29,149.33,148.77,178.72,174.4,172.38,168.43,176.7,169.29,183.3,169.95,169.06,176.37,165.79,175.63,174.41,171.63,169.6,171.09,176.92,173.5,178.14,172.19,,Peptide433,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-22.87,13.15,-24.81,-25.37,4.58,0.26,-1.76,-5.71,2.56,-4.85,9.16,-4.19,-5.08,2.23,-8.35,1.49,0.27,-2.51,-4.54,-3.05,2.78,-0.64,4,-1.95
186.26,177.62,176.81,172.13,159.78,174.59,176.96,167.56,171.48,164.27,170.59,173.01,172.5,166.23,177.8,171.61,172.31,172.47,175.95,172.74,178.35,169.26,174.68,182.74,,Peptide433,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,12.12,3.48,2.67,-2.01,-14.36,0.45,2.82,-6.58,-2.66,-9.87,-3.55,-1.13,-1.64,-7.91,3.66,-2.53,-1.83,-1.67,1.81,-1.4,4.21,-4.88,0.54,8.6
200.96,177.76,181.97,175.37,171.66,167.55,176.86,172.41,173.84,168.13,172.83,176.67,171.44,171.75,171.78,174.56,173.43,169.7,173.9,169.3,174.66,173.86,168.31,172.49,,Peptide433,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,26.82,3.62,7.83,1.23,-2.48,-6.59,2.72,-1.73,-0.3,-6.01,-1.31,2.53,-2.7,-2.39,-2.36,0.42,-0.71,-4.44,-0.24,-4.84,0.52,-0.28,-5.83,-1.65
176.95,145.56,174.05,187.71,174.53,176.6,167.05,177.54,171.72,165.17,165.47,172.19,171.39,170.4,171.6,172.85,169.9,168.52,181.17,174.56,175.14,172.21,174.07,174.75,,Peptide433,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2.81,-28.58,-0.09,13.57,0.39,2.46,-7.09,3.4,-2.42,-8.97,-8.67,-1.95,-2.75,-3.74,-2.54,-1.29,-4.24,-5.62,7.03,0.42,1,-1.93,-0.07,0.61
160.79,188.51,177.14,184.74,177.29,179.93,175.1,179.04,171.51,176.22,172.51,174.62,174.49,168,177.34,170.61,177.54,165.34,174.16,171.41,176.28,169.3,179.6,177.27,,Peptide433,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-13.35,14.37,3,10.6,3.15,5.79,0.96,4.9,-2.63,2.08,-1.63,0.48,0.35,-6.14,3.2,-3.53,3.4,-8.8,0.02,-2.73,2.14,-4.84,5.46,3.13
168.63,198.9,174.16,182.46,165.23,176.71,173.95,177.96,172.25,172.41,172.52,163.87,169.36,170.09,171.87,169.62,180.19,173.67,173.01,177.55,173.2,167.02,170.14,171.91,,Peptide433,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-5.51,24.76,0.02,8.32,-8.91,2.57,-0.19,3.82,-1.89,-1.73,-1.62,-10.27,-4.78,-4.05,-2.27,-4.52,6.05,-0.47,-1.13,3.41,-0.94,-7.12,-4,-2.23
175.21,169.35,169.22,168.19,184.42,157.23,178,168.71,169.68,158.17,165.04,174.11,174.02,175.83,179.61,179.59,175.22,176.89,168.94,176.78,170.94,171.4,173.67,172.26,,Peptide433,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1.07,-4.79,-4.92,-5.95,10.28,-16.91,3.86,-5.43,-4.46,-15.97,-9.1,-0.03,-0.12,1.69,5.47,5.45,1.08,2.75,-5.2,2.64,-3.2,-2.74,-0.47,-1.88
174.25,175.3,174.03,182.34,175.41,176.13,175.55,173.6,175.2,177.75,173.96,178.63,170.17,176.11,179.29,179.45,174.84,176.45,169.83,175.21,171.75,178.47,172.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
