37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,4.5,4.5,2.25,2.25,1.125,1.125,0.5625,0.5625,0.28125,0.28125,0.140625,0.140625,0.0703125,0.0703125,0.03515625,0.03515625,0.017578125,0.017578125,0.008789063,0.008789063,0.004394531,0.004394531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288.31,218.94,291.66,203.21,276.41,203.94,269.72,203.58,275.72,194.08,248.97,193.69,243.75,191.52,240.08,193.08,206.22,178.67,211.3,188.89,189.55,194.54,196.6,189.59,,Peptide450,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,98.905,29.535,102.255,13.805,87.005,14.535,80.315,14.175,86.315,4.675,59.565,4.285,54.345,2.115,50.675,3.675,16.815,-10.735,21.895,-0.515,0.145,5.135,7.195,0.185
204.71,271.94,193.11,258.46,191.11,245.42,188.44,232.39,190.69,228.36,203.59,222.42,194.11,206.81,187.44,203.69,192.21,200.72,186.9,198.8,193.9,185.61,194.04,194.18,,Peptide450,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,15.305,82.535,7,69.055,1.705,56.015,-0.965,42.985,1.285,38.955,14.185,33.015,4.705,17.405,-1.965,14.285,2.805,11.315,-2.505,9.395,4.495,-3.795,4.635,4.775
297.1,217.67,290.11,200.72,287.78,203.21,286.05,198.9,280.38,193.76,266.69,185.9,255.27,195.26,248.58,189.06,227.17,200.24,217.99,197.09,204.85,189.36,193.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.59,302.63,220.24,294.64,204.29,289.14,200.33,280.23,198.15,278.13,196.12,264.45,197.15,253.64,196.19,238.92,185.29,216.01,194.43,214.31,190.47,202.01,191.51,208.36,,Peptide450,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,190.065,51.525,112.565,30.175,104.575,14.225,99.075,10.265,90.165,8.085,88.065,6.055,74.385,7.085,63.575,6.125,48.855,-4.775,25.945,4.365,24.245,0.405,11.945,1.445,18.295
200.73,221.99,197.02,210.79,194.82,200.64,194.95,192.88,194.29,194.64,185.45,191.17,184.61,189.93,191.83,185.58,194.7,188.02,200.46,194.7,191.68,190.91,193.71,193.5,,Peptide450,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,10.665,31.925,6.955,20.725,4.755,10.575,4.885,2.815,4.225,4.575,-4.615,1.105,-5.455,-0.135,1.765,-4.485,4.635,-2.045,10.395,4.635,1.615,0.845,3.645,3.435
278.62,227.16,251.26,208.54,231.4,202.75,217.9,197.08,201.65,195.01,198.61,195.03,194.28,191.47,196.94,188.84,185.05,191.32,194.06,191.75,194.84,191.49,187.06,185.08,,Peptide450,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,88.555,37.095,61.195,18.475,41.335,12.685,27.835,7.015,11.585,4.945,8.545,4.965,4.215,1.405,6.875,-1.225,-5.015,1.255,3.995,1.685,4.775,1.425,-3.005,-4.985
205.26,293.61,197.55,295.03,192.23,281.27,190.31,277.73,189.7,264.49,193.44,247.75,187.97,166.63,190.05,220.89,194.35,206.88,191.71,195.5,187.7,200.6,190.54,190.41,,Peptide450,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,15.195,103.545,7.485,104.965,2.165,91.205,0.245,87.665,-0.365,74.425,3.375,57.685,-2.095,-23.435,-0.015,30.825,4.285,16.815,1.645,5.435,-2.365,10.535,0.475,0.345
241.42,299.05,211.84,264.37,204.71,247.33,194.16,218.52,200.14,202.45,188.82,195.79,191.56,192.54,178.89,193.06,189.88,191.12,197.49,191.66,192.7,193.8,193.7,189.11,,Peptide450,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,51.355,108.985,21.775,74.305,14.645,57.265,4.095,28.455,10.075,12.385,-1.245,5.725,1.495,2.475,-11.175,2.995,-0.185,1.055,7.425,1.595,2.635,3.735,3.635,-0.955
221.82,192.86,206.69,195.82,198.72,190.08,194.76,187.64,194.93,190.36,195.82,188.12,189.97,184.19,190.44,184.64,197.44,190.19,193.79,188.99,192.47,192.67,190.47,189.82,,Peptide450,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,31.755,2.795,16.625,5.755,8.655,0.015,4.695,-2.425,4.865,0.295,5.755,-1.945,-0.095,-5.875,0.375,-5.425,7.375,0.125,3.725,-1.075,2.405,2.605,0.405,-0.245
271.35,277.02,250.25,272.71,234.47,266.27,217.84,251.31,208.84,239.6,195.06,225.71,196.33,208.01,188.82,201.69,187.67,195.21,194.02,191.09,190.69,191.59,188,187.89,,Peptide450,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,81.285,86.955,60.185,82.645,44.405,76.205,27.775,61.245,18.775,49.535,4.995,35.645,6.265,17.945,-1.245,11.625,-2.395,5.145,3.955,1.025,0.625,1.525,-2.065,-2.175
216.7,193.29,196.77,191.12,193.12,189.31,191.91,193.21,193.22,192.96,189.31,188.89,188.22,184.93,194.07,187.7,189.95,194.38,193.49,190.63,192.8,193.67,190.08,188.58,,Peptide450,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,26.635,3.225,6.705,1.055,3.055,-0.755,1.845,3.145,3.155,2.895,-0.755,-1.175,-1.845,-5.135,4.005,-2.365,-0.115,4.315,3.425,0.565,2.735,3.605,0.015,-1.485
215.32,261.93,211.06,255.33,197.74,255.34,191.88,244.42,194.59,244.4,189.52,226.24,186.84,224.23,167.97,208.59,189.85,199.31,194.04,189.59,194.76,190.86,186.63,181.33,,Peptide450,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,25.255,71.865,20.995,65.265,7.675,65.275,1.815,54.355,4.525,54.335,-0.545,36.175,-3.225,34.165,-22.095,18.525,-0.215,9.245,3.975,-0.475,4.695,0.795,-3.435,-8.735
296.27,275.01,255.67,254.06,239.03,240.84,218.54,227.77,206.98,212.88,196.38,204.04,200.7,195.28,190.83,195.02,188.11,197.44,193.77,192.65,191.4,194.18,182.52,185.97,,Peptide450,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,106.205,84.945,65.605,63.995,48.965,50.775,28.475,37.705,16.915,22.815,6.315,13.975,10.635,5.215,0.765,4.955,-1.955,7.375,3.705,2.585,1.335,4.115,-7.545,-4.095
217.39,207.99,203.85,207.83,195.37,192.41,193.86,189.53,197.68,192.56,190.65,189.54,192.95,188.77,193.91,188.56,191.6,190.84,196.49,191.35,186.15,184.18,184.4,184.35,,Peptide450,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,27.325,17.925,13.785,17.765,5.305,2.345,3.795,-0.535,7.615,2.495,0.585,-0.525,2.885,-1.295,3.845,-1.505,1.535,0.775,6.425,1.285,-3.915,-5.885,-5.665,-5.715
234.8,202.63,218.35,191.78,204.83,190.09,210.43,189.04,195.71,192.43,189.21,190.87,188.47,185.37,194.06,190.52,194.39,189.45,192.01,193.38,189.87,193.41,179.34,189.55,,Peptide450,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,44.735,12.565,28.285,1.715,14.765,0.025,20.365,-1.025,5.645,2.365,-0.855,0.805,-1.595,-4.695,3.995,0.455,4.325,-0.615,1.945,3.315,-0.195,3.345,-10.725,-0.515
214.82,363.53,196.08,327.98,193.52,288.72,196.46,262.69,193.19,229.42,191.6,212.67,190.47,202.12,188.08,174.14,186.17,193.39,190.42,190.39,191.07,188.76,190.68,190.05,,Peptide450,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,24.755,173.465,6.015,137.915,3.455,98.655,6.395,72.625,3.125,39.355,1.535,22.605,0.405,12.055,-1.985,-15.925,-3.895,3.325,0.355,0.325,1.005,-1.305,0.615,-0.015
203.64,221.03,194.14,202.23,192.13,198.31,191.57,194.85,192.52,196.01,189.16,188.25,190.67,193.88,177.03,183.71,189.59,192.06,186.92,189.46,187.4,189.58,194.14,197.77,,Peptide450,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,13.575,30.965,4.075,12.165,2.065,8.245,1.505,4.785,2.455,5.945,-0.905,-1.815,0.605,3.815,-13.035,-6.355,-0.475,1.995,-3.145,-0.605,-2.665,-0.485,4.075,7.705
