47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212.56,186.51,162.96,180.93,163.76,189.38,161.74,178.57,165.84,172.35,164.15,176.77,180.8,174.19,163.23,176.57,163.19,174.57,158.84,177,158.55,182.1,186.55,185.02,,Peptide655-1,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,48.92,22.87,-0.68,17.29,0.12,25.74,-1.9,14.93,2.2,8.71,0.51,13.13,17.16,10.55,-0.41,12.93,-0.45,10.93,-4.8,13.36,-5.09,18.46,22.91,21.38
189.03,191.48,183.23,177.09,176.24,180.86,177.56,181.99,179.63,180.13,178.69,184.5,182.24,181.48,180.29,177.69,180.61,172.5,180.4,183.22,178.27,178.49,180.57,182.66,,Peptide655-1,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,25.39,27.84,19.59,13.45,12.6,17.22,13.92,18.35,15.99,16.49,15.05,20.86,18.6,17.84,16.65,14.05,16.97,8.86,16.76,19.58,14.63,14.85,16.93,19.02
167.47,179.64,160.82,185.02,163.26,183.81,164.88,179.31,159.47,180.71,158.99,176.11,177.88,178.43,164.99,182.77,163.14,186.05,161.06,178.23,159.34,181.33,184.54,187.33,,Peptide655-1,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3.83,16,-2.82,21.38,-0.38,20.17,1.24,15.67,-4.17,17.07,-4.65,12.47,14.24,14.79,1.35,19.13,-0.5,22.41,-2.58,14.59,-4.3,17.69,20.9,23.69
189.68,183.45,185.1,182.57,185.85,187.19,183.6,181.97,190.76,181.98,192.39,189.89,189.35,184.03,187.11,187.56,184.22,186.28,183.29,178.7,184.81,183.06,183.2,195.05,,Peptide655-1,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,26.04,19.81,21.46,18.93,22.21,23.55,19.96,18.33,27.12,18.34,28.75,26.25,25.71,20.39,23.47,23.92,20.58,22.64,19.65,15.06,21.17,19.42,19.56,31.41
161.53,188.84,176.46,186.44,177.64,181.64,163.52,171.99,163.76,181.9,159.25,177.39,172.82,183.43,178.29,176.74,163.21,180.29,162.23,177.84,163.39,177.93,185.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170.65,185.89,147.59,180.92,185.82,172.09,177.23,172.84,179.8,174.03,160.52,176.41,142.43,174.05,173.6,173.53,181.32,175.01,181.85,164.56,187.56,180.87,180.18,186.22,,Peptide656-1,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,174.285,-3.635,11.605,-26.695,6.635,11.535,-2.195,2.945,-1.445,5.515,-0.255,-13.765,2.125,-31.855,-0.235,-0.685,-0.755,7.035,0.725,7.565,-9.725,13.275,6.585,5.895,11.935
190.82,183.28,173.3,181.72,180.31,178.48,177.16,171.48,162.09,175.45,175.47,176.35,172.65,173.82,172.32,177.2,171.82,176.96,179.2,176.4,176.08,177.66,177.78,171.46,,Peptide656-1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,16.535,8.995,-0.985,7.435,6.025,4.195,2.875,-2.805,-12.195,1.165,1.185,2.065,-1.635,-0.465,-1.965,2.915,-2.465,2.675,4.915,2.115,1.795,3.375,3.495,-2.825
184.9,315.76,161.31,289.84,160.82,249.22,159.07,228.23,160.68,208.6,161.08,188.98,159.64,184.2,156.67,182.66,167.38,176.96,181.88,167.94,177.7,174.77,176.36,172.44,,Peptide656-1,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,10.615,141.475,-12.975,115.555,-13.465,74.935,-15.215,53.945,-13.605,34.315,-13.205,14.695,-14.645,9.915,-17.615,8.375,-6.905,2.675,7.595,-6.345,3.415,0.485,2.075,-1.845
193.78,197.5,179.15,186.18,184.38,180.51,181.2,180.69,181.26,166.99,176.38,179.11,179.21,179.7,174.06,180.11,176.26,177.13,180.51,177.71,178.04,174.45,169.25,176.93,,Peptide656-1,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,19.495,23.215,4.865,11.895,10.095,6.225,6.915,6.405,6.975,-7.295,2.095,4.825,4.925,5.415,-0.225,5.825,1.975,2.845,6.225,3.425,3.755,0.165,-5.035,2.645
160.27,190.03,155.74,182.54,188.58,177.12,175.52,177.44,170.23,175.18,161.6,173.89,158.33,177.81,156.9,181.65,150.32,179.02,178.88,168.56,180.68,159.83,178.98,172.76,,Peptide656-1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-14.015,15.745,-18.545,8.255,14.295,2.835,1.235,3.155,-4.055,0.895,-12.685,-0.395,-15.955,3.525,-17.385,7.365,-23.965,4.735,4.595,-5.725,6.395,-14.455,4.695,-1.525
180.72,191.54,175.64,183.57,171.11,181.64,177.68,179.4,184.48,176.44,180.53,182.57,177.83,173.79,176.6,178.18,177.5,173.43,173.33,178.99,177.97,178.71,176.77,175.27,,Peptide656-1,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,6.435,17.255,1.355,9.285,-3.175,7.355,3.395,5.115,10.195,2.155,6.245,8.285,3.545,-0.495,2.315,3.895,3.215,-0.855,-0.955,4.705,3.685,4.425,2.485,0.985
207.72,184.28,161.28,172.68,163.89,182.22,178.12,168.97,160.82,177.53,176.91,172.45,174.42,174.25,175.25,175.72,161.59,173.35,158.94,176.33,154.12,180.46,180.6,166.79,,Peptide656-1,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,33.435,9.995,-13.005,-1.605,-10.395,7.935,3.835,-5.315,-13.465,3.245,2.625,-1.835,0.135,-0.035,0.965,1.435,-12.695,-0.935,-15.345,2.045,-20.165,6.175,6.315,-7.495
198.2,208.02,182.99,197.42,175.32,182.8,177.98,187.71,177.2,178.25,175.38,181.45,174.53,177.85,179.62,174.41,178.19,173.91,180.84,173.47,174.56,177.27,171.88,177.9,,Peptide656-1,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,23.915,33.735,8.705,23.135,1.035,8.515,3.695,13.425,2.915,3.965,1.095,7.165,0.245,3.565,5.335,0.125,3.905,-0.375,6.555,-0.815,0.275,2.985,-2.405,3.615
153.77,167.14,199.65,171.18,153.94,165.29,163.25,169.38,184.78,174.82,160.66,181.51,176.31,177.83,175.85,173.36,153.79,175.72,152.41,180.2,173.66,171.92,173.35,173.14,,Peptide656-1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-20.515,-7.145,25.365,-3.105,-20.345,-8.995,-11.035,-4.905,10.495,0.535,-13.625,7.225,2.025,3.545,1.565,-0.925,-20.495,1.435,-21.875,5.915,-0.625,-2.365,-0.935,-1.145
197.38,185.61,198.1,179.67,185.1,179.65,184.06,171.8,178.51,184.51,175.4,177.62,179.94,179.8,176.72,174.66,180.43,178.05,175.65,171.77,179.56,171.3,174.78,177.22,,Peptide656-1,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,23.095,11.325,23.815,5.385,10.815,5.365,9.775,-2.485,4.225,10.225,1.115,3.335,5.655,5.515,2.435,0.375,6.145,3.765,1.365,-2.515,5.275,-2.985,0.495,2.935
175.15,275.85,176.47,265.03,168.28,243.11,173.42,220.09,163.01,208.12,156.95,198.32,158.9,189.96,176.41,178.68,177.48,179.35,153.26,182.35,180.27,170.07,175.39,178.2,,Peptide656-1,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0.865,101.565,2.185,90.745,-6.005,68.825,-0.865,45.805,-11.275,33.835,-17.335,24.035,-15.385,15.675,2.125,4.395,3.195,5.065,-21.025,8.065,5.985,-4.215,1.105,3.915
305.37,169.62,277.45,175.82,257.64,174.38,236.26,177.39,221.43,177.08,200.96,175.92,181.91,175.95,181.69,171.12,181.62,176.05,174.07,179.72,174.14,167.99,170.1,181.02,,Peptide656-1,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,131.085,-4.665,103.165,1.535,83.355,0.095,61.975,3.105,47.145,2.795,26.675,1.635,7.625,1.665,7.405,-3.165,7.335,1.765,-0.215,5.435,-0.145,-6.295,-4.185,6.735
201.6,173.84,156.36,178.11,159.24,171.52,160.04,175.75,162.75,171.39,158.57,178.73,161.85,171.01,159.9,171.8,156.34,171.51,152.38,176.4,154.12,171.61,178.45,176.56,,Peptide656-1,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,27.315,-0.445,-17.925,3.825,-15.045,-2.765,-14.245,1.465,-11.535,-2.895,-15.715,4.445,-12.435,-3.275,-14.385,-2.485,-17.945,-2.775,-21.905,2.115,-20.165,-2.675,4.165,2.275
244.28,185.31,221.47,192.52,213.04,179.12,197.11,179.1,187.69,179.66,177.42,180.92,170.01,175.84,178.79,179.71,178.78,174.46,173.76,177.56,174.7,171.91,179.94,176.67,,Peptide656-1,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,69.995,11.025,47.185,18.235,38.755,4.835,22.825,4.815,13.405,5.375,3.135,6.635,-4.275,1.555,4.505,5.425,4.495,0.175,-0.525,3.275,0.415,-2.375,5.655,2.385
187.47,323.68,149.29,295.35,147.81,261.23,142.04,241.66,143.05,217.04,182.12,201.32,141.54,187.5,156.34,182.75,140.82,179.63,140.03,179.26,137.44,174.57,181.45,176.06,,Peptide656-1,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,13.185,149.395,-24.995,121.065,-26.475,86.945,-32.245,67.375,-31.235,42.755,7.835,27.035,-32.745,13.215,-17.945,8.465,-33.465,5.345,-34.255,4.975,-36.845,0.285,7.165,1.775
196.55,188.46,186.62,182.69,191.83,183.15,184.06,187.45,187.95,181.17,189.55,185.99,168.73,185.15,176.57,181.07,187.7,186.73,182.44,178.26,182.06,185.08,202.68,174.13,,Peptide656-1,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22.265,14.175,12.335,8.405,17.545,8.865,9.775,13.165,13.665,6.885,15.265,11.705,-5.555,10.865,2.285,6.785,13.415,12.445,8.155,3.975,7.775,10.795,28.395,-0.155
175.15,275.85,176.47,265.03,168.28,243.11,173.42,220.09,163.01,208.12,156.95,198.32,158.9,189.96,176.41,178.68,177.48,179.35,153.26,182.35,180.27,170.07,175.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
