92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.52,266.56,201.07,254.17,194.78,244.92,192.22,231.77,189.24,219.95,193.46,208.5,185.16,198.39,187.05,185.66,189.36,190.93,193.47,186.21,190.39,193.7,189.03,187.63,,Peptide450A-1,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,27.215,75.255,9.765,62.865,3.475,53.615,0.915,40.465,-2.065,28.645,2.155,17.195,-6.145,7.085,-4.255,-5.645,-1.945,-0.375,2.165,-5.095,-0.915,2.395,-2.275,-3.675
245.37,196.55,231.56,194.79,224.29,194.13,210.11,183.31,199.98,183.81,199.72,186.88,192.3,188.16,190.39,185.82,191.59,184.7,190.73,187,192.02,183.89,186.64,182.28,,Peptide450A-1,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,54.065,5.245,40.255,3.485,32.985,2.825,18.805,-7.995,8.675,-7.495,8.415,-4.425,0.995,-3.145,-0.915,-5.485,0.285,-6.605,-0.575,-4.305,0.715,-7.415,-4.665,-9.025
285.86,232.48,268.93,217.73,250.87,207.21,237.69,208.68,226.2,195.84,210.69,187.58,194.41,188.45,190.53,187.13,188.86,192,191.59,184.12,194.52,187.86,192.25,189.78,,Peptide450A-1,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,94.555,41.175,77.625,26.425,59.565,15.905,46.385,17.375,34.895,4.535,19.385,-3.725,3.105,-2.855,-0.775,-4.175,-2.445,0.695,0.285,-7.185,3.215,-3.445,0.945,-1.525
251.41,222.67,238.63,206.85,228.26,195.59,216.7,197.37,208.21,194.8,199.18,187.29,191.97,184.04,187.76,186.56,187.5,189.6,191.89,196.91,188.13,190.6,195.06,189.94,,Peptide450A-1,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,60.105,31.365,47.325,15.545,36.955,4.285,25.395,6.065,16.905,3.495,7.875,-4.015,0.665,-7.265,-3.545,-4.745,-3.805,-1.705,0.585,5.605,-3.175,-0.705,3.755,-1.365
203.12,201.47,198.98,200.69,195.83,185.46,189.93,188.33,191.26,194.09,192.61,185.31,193.35,187.29,192.73,185.13,187.86,192.41,191.11,189.25,194.76,187.17,193.09,193.13,,Peptide450A-1,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,11.815,10.165,7.675,9.385,4.525,-5.845,-1.375,-2.975,-0.045,2.785,1.305,-5.995,2.045,-4.015,1.425,-6.175,-3.445,1.105,-0.195,-2.055,3.455,-4.135,1.785,1.825
197.79,226.02,192.75,205.28,192.88,195.62,190.34,203.03,192.23,198.6,194.4,196.29,197.11,196.66,194.78,200.78,195.55,198.28,192.18,195.98,195.76,191.77,195.92,194.32,,Peptide450A-1,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,6.485,34.715,1.445,13.975,1.575,4.315,-0.965,11.725,0.925,7.295,3.095,4.985,5.805,5.355,3.475,9.475,4.245,6.975,0.875,4.675,4.455,0.465,4.615,3.015
218.52,266.56,201.07,254.17,194.78,244.92,192.22,231.77,189.24,219.95,193.46,208.5,185.16,198.39,187.05,185.66,189.36,190.93,193.47,186.21,190.39,193.7,189.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243.72,193.78,237.33,200.05,237.69,193.3,229.85,189.4,226.61,187.78,222.84,181.28,219.42,184.7,212.12,179.62,208.82,184.68,199.17,187.17,204,193.48,199.45,193.37,,Peptide450-1,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,188.33,55.39,5.45,49,11.72,49.36,4.97,41.52,1.07,38.28,-0.55,34.51,-7.05,31.09,-3.63,23.79,-8.71,20.49,-3.65,10.84,-1.16,15.67,5.15,11.12,5.04
214.32,209.56,201.78,195.59,197.97,189.91,193.82,189.18,188.55,191.18,188.04,190.14,191.29,184.63,193.96,186.57,187.04,187.55,184.72,183.63,177.37,186.85,185.93,188.21,,Peptide450-1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,25.99,21.23,13.45,7.26,9.64,1.58,5.49,0.85,0.22,2.85,-0.29,1.81,2.96,-3.7,5.63,-1.76,-1.29,-0.78,-3.61,-4.7,-10.96,-1.48,-2.4,-0.12
197.85,199.68,188.91,199.64,189.09,192.59,189.49,191.64,190.32,182.16,189.18,190.8,187.82,184.13,190.32,187.36,191.68,195.84,186.9,181.67,191.21,180.79,186.58,184.6,,Peptide450-1,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,9.52,11.35,0.58,11.31,0.76,4.26,1.16,3.31,1.99,-6.17,0.85,2.47,-0.51,-4.2,1.99,-0.97,3.35,7.51,-1.43,-6.66,2.88,-7.54,-1.75,-3.73
237.61,260.5,219.93,249.13,210.31,231.92,200.08,219.34,193.34,205.65,192.19,203.4,193.22,194.56,194.64,193.02,185.56,192.53,188.13,178.62,185.74,188.89,184.81,186.91,,Peptide450-1,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,49.28,72.17,31.6,60.8,21.98,43.59,11.75,31.01,5.01,17.32,3.86,15.07,4.89,6.23,6.31,4.69,-2.77,4.2,-0.2,-9.71,-2.59,0.56,-3.52,-1.42
238.38,200.15,229.49,192.14,208.35,195.16,203.85,190.09,203.07,189.93,191.49,190.28,192.05,189.26,191.54,190.27,187.8,189.55,185.37,179.27,189.71,185.47,189.32,196.76,,Peptide450-1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,11.82,0,3.81,20.02,6.83,15.52,1.76,14.74,1.6,3.16,1.95,3.72,0.93,3.21,1.94,-0.53,1.22,-2.96,-9.06,1.38,-2.86,0.99,8.43
255.16,223.02,244.35,222.51,231.28,205.12,210.75,191.94,207.79,199.08,201.35,189.06,199.96,195.41,194.28,193.73,195.13,184.14,188.87,180.67,185.96,174.3,193.11,189.12,,Peptide450-1,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,66.83,34.69,56.02,34.18,42.95,16.79,22.42,3.61,19.46,10.75,13.02,0.73,11.63,7.08,5.95,5.4,6.8,-4.19,0.54,-7.66,-2.37,-14.03,4.78,0.79
211.63,196.76,201.58,200.86,191.45,192.87,188.03,186.25,190.64,184.64,188.51,184.13,187.86,183.92,186.7,190.04,186.06,186.52,189.2,184.52,186.49,181.44,188.92,189.1,,Peptide450-1,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,23.3,8.43,13.25,12.53,3.12,4.54,-0.3,-2.08,2.31,-3.69,0.18,-4.2,-0.47,-4.41,-1.63,1.71,-2.27,-1.81,0.87,-3.81,-1.84,-6.89,0.59,0.77
223.45,268.88,204.38,271.6,194.57,257.99,195.34,260.24,193.54,254.38,182.86,248.05,191.09,234.13,185.23,220.51,187.67,210.25,181.02,195.05,186.51,182.96,183.56,193.95,,Peptide450-1,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,35.12,80.55,16.05,83.27,6.24,69.66,7.01,71.91,5.21,66.05,-5.47,59.72,2.76,45.8,-3.1,32.18,-0.66,21.92,-7.31,6.72,-1.82,-5.37,-4.77,5.62
206.73,188.09,200.52,193.04,188.44,184.6,193.42,180.98,267.87,179.2,187.79,186.24,191.11,185.98,186.89,185.97,183.89,180.67,188.14,183.24,183.32,190.13,183.81,190.22,,Peptide450-1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,18.4,-0.24,12.19,4.71,0.11,-3.73,5.09,-7.35,79.54,-9.13,-0.54,-2.09,2.78,-2.35,-1.44,-2.36,-4.44,-7.66,-0.19,-5.09,-5.01,1.8,-4.52,1.89
234.96,260.94,225.17,238.36,205.55,238.07,200.92,212.17,186.81,201.29,188.34,195.42,186.27,188.47,187.39,192.68,185.96,190.75,188.32,184.15,165.78,186.49,177.99,187.36,,Peptide450-1,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,46.63,72.61,36.84,50.03,17.22,49.74,12.59,23.84,-1.52,12.96,0.01,7.09,-2.06,0.14,-0.94,4.35,-2.37,2.42,-0.01,-4.18,-22.55,-1.84,-10.34,-0.97
217.69,263.33,203.06,247.6,187.56,236.43,193.46,224.03,185.11,219.85,187.7,195.15,191.06,200.78,188.98,197.74,185,189.87,185.04,184.08,188.96,189.43,182.56,189.28,,Peptide450-1,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,29.36,75,14.73,59.27,-0.77,48.1,5.13,35.7,-3.22,31.52,-0.63,6.82,2.73,12.45,0.65,9.41,-3.33,1.54,-3.29,-4.25,0.63,1.1,-5.77,0.95
252.39,194.61,233.17,195.74,221.11,186.9,207.41,183.19,197.99,181.63,192.66,187.68,191.73,184.05,184.36,186.06,188.6,184.44,188.62,190.03,181.42,178.17,183.89,186.81,,Peptide450-1,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,64.06,6.28,44.84,7.41,32.78,-1.43,19.08,-5.14,9.66,-6.7,4.33,-0.65,3.4,-4.28,-3.97,-2.27,0.27,-3.89,0.29,1.7,-6.91,-10.16,-4.44,-1.52
282.38,220.41,265.35,213.59,247.2,197.59,234.29,192.34,226.9,188.02,205.3,180.81,192.97,186.95,197.8,184.39,189.71,185.23,187.29,182.65,189.35,184.24,191.87,188.84,,Peptide450-1,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,94.05,32.08,77.02,25.26,58.87,9.26,45.96,4.01,38.57,-0.31,16.97,-7.52,4.64,-1.38,9.47,-3.94,1.38,-3.1,-1.04,-5.68,1.02,-4.09,3.54,0.51
245.19,207.99,234.56,203.47,226.9,197.13,215.53,189.5,209.8,188.14,197.32,192.42,194.13,180.4,198.65,187.04,184.21,180.91,183.07,180.69,182.81,184.73,190.74,185.9,,Peptide450-1,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,56.86,19.66,46.23,15.14,38.57,8.8,27.2,1.17,21.47,-0.19,8.99,4.09,5.8,-7.93,10.32,-1.29,-4.12,-7.42,-5.26,-7.64,-5.52,-3.6,2.41,-2.43
202.9,200.03,198.52,188.6,189.38,195.71,190.67,184.8,183.99,183.21,190.39,181.9,190.61,190.12,188.76,183.94,188.4,185.5,186.54,183,186.27,187.62,182.97,185.37,,Peptide450-1,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,14.57,11.7,10.19,0.27,1.05,7.38,2.34,-3.53,-4.34,-5.12,2.06,-6.43,2.28,1.79,0.43,-4.39,0.07,-2.83,-1.79,-5.33,-2.06,-0.71,-5.36,-2.96
195.95,217.51,189,203.65,185.62,197.82,190.47,192.83,186.55,196.12,191.61,196.9,192.29,192.02,189.38,191.17,191.95,187.65,187.9,183.02,190.23,188.49,184.85,193.11,,Peptide450-1,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,7.62,29.18,0.67,15.32,-2.71,9.49,2.14,4.5,-1.78,7.79,3.28,8.57,3.96,3.69,1.05,2.84,3.62,-0.68,-0.43,-5.31,1.9,0.16,-3.48,4.78
217.69,263.33,203.06,247.6,187.56,236.43,193.46,224.03,185.11,219.85,187.7,195.15,191.06,200.78,188.98,197.74,185,189.87,185.04,184.08,188.96,189.43,182.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
