18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,0.002441406,0.002441406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186.53,193.03,179.61,181.96,182.75,167.09,174.56,179.24,180.52,182.68,181.69,174.82,179.82,181.61,179.92,175.92,184.52,181.8,179.29,180.59,174.64,176.5,174.76,185.42,,Peptide444,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.13,10.63,-2.79,-0.44,0.35,-15.31,-7.84,-3.16,-1.88,0.28,-0.71,-7.58,-2.58,-0.79,-2.48,-6.48,2.12,-0.6,-3.11,-1.81,-7.76,-5.9,-7.64,3.02
216.14,182.79,208.51,180.81,168.49,177.79,186.16,182.28,185.02,177.21,174.44,168.93,179.48,176.05,182.55,182.57,177.85,177.75,179.45,172.01,177.23,174.33,177.46,178.37,,Peptide444,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,33.74,0.39,26.11,-1.59,-13.91,-4.61,3.76,-0.12,2.62,-5.19,-7.96,-13.47,-2.92,-6.35,0.15,0.17,-4.55,-4.65,-2.95,-10.39,-5.17,-8.07,-4.94,-4.03
167.33,166.84,180.15,182.05,177.1,175.77,188.75,181.57,176.01,178.24,182.84,181,178.67,178.37,186.89,179.81,185.31,186.19,180.54,177.8,181.9,175.3,180.33,188.05,,Peptide444,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-15.07,-15.56,-2.25,-0.35,-5.3,-6.63,6.35,-0.83,-6.39,-4.16,0.44,-1.4,-3.73,-4.03,4.49,-2.59,2.91,3.79,-1.86,-4.6,-0.5,-7.1,-2.07,5.65
176.16,164.51,181.65,184.95,184.27,184.46,183.78,184.11,180.84,181.21,170.41,180.53,179.58,181.27,176.59,178.39,180.55,183.26,173.73,179.97,186.22,175.45,177.14,175.26,,Peptide444,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-6.24,-17.89,-0.75,2.55,1.87,2.06,1.38,1.71,-1.56,-1.19,-11.99,-1.87,-2.82,-1.13,-5.81,-4.01,-1.85,0.86,-8.67,-2.43,3.82,-6.95,-5.26,-7.14
169.64,191.7,184.4,187.07,184.55,177.96,181.36,188.07,177.22,178.68,180.92,176.89,179.62,182.19,177.18,183.49,185.05,178.16,176.26,170.76,178.44,174.99,178.6,187.35,,Peptide444,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-12.76,9.3,2,4.67,2.15,-4.44,-1.04,5.67,-5.18,-3.72,-1.48,-5.51,-2.78,-0.21,-5.22,1.09,2.65,-4.24,-6.14,-11.64,-3.96,-7.41,-3.8,4.95
191.17,181.97,191.23,184.33,185.36,183.43,178.75,190.25,184.5,168.93,182.25,189.95,181.46,186.32,186.29,182.89,181.16,179.88,178.43,180.3,179.74,179.41,188.02,165.9,,Peptide444,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,8.77,-0.43,8.83,1.93,2.96,1.03,-3.65,7.85,2.1,-13.47,-0.15,7.55,-0.94,3.92,3.89,0.49,-1.24,-2.52,-3.97,-2.1,-2.66,-2.99,5.62,-16.5
177.94,181.61,184.87,179.45,180.67,182.95,182.7,184.01,182.65,185.74,180.48,180.37,175.56,182.37,185.17,184.83,183.02,184.02,185.82,182.09,180.65,173.44,182.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184.39,168.16,183.8,173.33,173.85,177.28,179.86,185,182.8,175.41,174.91,180.26,180.87,170.66,175.01,179.43,183.48,183,178.64,183.71,184.26,181.55,176.24,175.95,,Peptide446,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,169.585,14.805,-1.425,14.215,3.745,4.265,7.695,10.275,15.415,13.215,5.825,5.325,10.675,11.285,1.075,5.425,9.845,13.895,13.415,9.055,14.125,14.675,11.965,6.655,6.365
168.13,187.65,178.64,173.8,172.62,179.19,177.21,177.86,179.17,180.57,172.63,165.1,185.19,172.69,171.26,174.14,173.39,171.03,174.77,177.31,171.68,183.75,178.22,187.36,,Peptide446,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1.455,18.065,9.055,4.215,3.035,9.605,7.625,8.275,9.585,10.985,3.045,-4.485,15.605,3.105,1.675,4.555,3.805,1.445,5.185,7.725,2.095,14.165,8.635,17.775
172.79,163.06,183.72,170.57,171.08,166.05,181.45,165.67,171.01,179.72,165.4,177.62,168.35,171.98,177.05,182.7,182.02,180.12,180.75,175.51,179.12,176.8,177.7,176.53,,Peptide446,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3.205,-6.525,14.135,0.985,1.495,-3.535,11.865,-3.915,1.425,10.135,-4.185,8.035,-1.235,2.395,7.465,13.115,12.435,10.535,11.165,5.925,9.535,7.215,8.115,6.945
182.17,164.38,176.97,174.11,168.12,169.7,168.7,168.03,175.55,163.1,172.56,176.67,179.42,169.47,174.44,174.51,175.95,170.21,181.85,168.81,170.26,176.98,183.21,168.95,,Peptide446,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,12.585,-5.205,7.385,4.525,-1.465,0.115,-0.885,-1.555,5.965,-6.485,2.975,7.085,9.835,-0.115,4.855,4.925,6.365,0.625,12.265,-0.775,0.675,7.395,13.625,-0.635
177.27,169.16,172.73,168.17,173.8,167.11,175.58,171.19,178.14,178.42,167.96,178.75,170.67,172.73,178.23,168.99,183.77,179.72,171.09,170.86,178.42,177.03,177.57,176.92,,Peptide446,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,7.685,-0.425,3.145,-1.415,4.215,-2.475,5.995,1.605,8.555,8.835,-1.625,9.165,1.085,3.145,8.645,-0.595,14.185,10.135,1.505,1.275,8.835,7.445,7.985,7.335
170,172.72,169.93,181.63,171.57,168.55,159.17,176.85,181.64,177.01,172.12,178.02,172.77,176.76,171.43,176.5,168.92,171.98,179.53,177.59,171.84,177.12,175.1,179.28,,Peptide446,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0.415,3.135,0.345,12.045,1.985,-1.035,-10.415,7.265,12.055,7.425,2.535,8.435,3.185,7.175,1.845,6.915,-0.665,2.395,9.945,8.005,2.255,7.535,5.515,9.695
178.29,167.65,174.82,179.23,164.63,169.4,169.89,165.34,175.01,176.64,184.36,178.96,178.22,181.09,180.83,168.37,174.52,177.34,175.97,168.98,186.81,180.98,173.64,173.03,,Peptide446,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,8.705,-1.935,5.235,9.645,-4.955,-0.185,0.305,-4.245,5.425,7.055,14.775,9.375,8.635,11.505,11.245,-1.215,4.935,7.755,6.385,-0.605,17.225,11.395,4.055,3.445
167.3,174.73,176.69,170.08,165.5,167.93,173.35,179.43,175.35,170.15,167.71,171.7,184.64,176.09,175.65,172.45,180.81,177.99,167.44,173.91,179.43,175.47,171.46,164.75,,Peptide446,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-2.285,5.145,7.105,0.495,-4.085,-1.655,3.765,9.845,5.765,0.565,-1.875,2.115,15.055,6.505,6.065,2.865,11.225,8.405,-2.145,4.325,9.845,5.885,1.875,-4.835
154.52,150.02,159.44,153.06,166.97,176.55,176.89,173.04,167.68,175.69,175.6,175.4,179.75,173.09,170.92,169.88,182.15,163.7,179.69,171.96,178.04,176.8,183.91,173.68,,Peptide446,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-15.065,-19.565,-10.145,-16.525,-2.615,6.965,7.305,3.455,-1.905,6.105,6.015,5.815,10.165,3.505,1.335,0.295,12.565,-5.885,10.105,2.375,8.455,7.215,14.325,4.095
159.37,160.3,158.14,158.98,167.16,179.23,172.1,178.48,174.63,177.56,176.21,168.49,180.04,181.32,175.02,175.79,173.63,181.61,176.35,174.26,168.9,176.3,177.25,169.69,,Peptide446,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-10.215,-9.285,-11.445,-10.605,-2.425,9.645,2.515,8.895,5.045,7.975,6.625,-1.095,10.455,11.735,5.435,6.205,4.045,12.025,6.765,4.675,-0.685,6.715,7.665,0.105
169.03,174.72,175.47,172.16,173.79,174.3,171.87,166.6,174.94,171.48,179.51,163.33,173.41,173.04,171.34,175.22,181.26,173.42,177.39,170.78,175.35,171.16,177.84,173.16,,Peptide446,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-0.555,5.135,5.885,2.575,4.205,4.715,2.285,-2.985,5.355,1.895,9.925,-6.255,3.825,3.455,1.755,5.635,11.675,3.835,7.805,1.195,5.765,1.575,8.255,3.575
177.25,175.5,176.13,167.2,170.46,168.8,174.83,178.03,171.1,173,179.37,176.63,177,175.81,175.47,171.45,179.47,176.64,172.98,169.13,174.4,173.43,174.03,176.44,,Peptide446,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,7.665,5.915,6.545,-2.385,0.875,-0.785,5.245,8.445,1.515,3.415,9.785,7.045,7.415,6.225,5.885,1.865,9.885,7.055,3.395,-0.455,4.815,3.845,4.445,6.855
176.07,164.77,177.14,172.64,171.89,170.46,177.82,172.41,175.1,174.69,167.73,171.77,179.7,176.01,169.87,177.23,179.61,165.3,170.93,170.07,180.46,171.13,172.57,177.32,,Peptide446,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,6.485,-4.815,7.555,3.055,2.305,0.875,8.235,2.825,5.515,5.105,-1.855,2.185,10.115,6.425,0.285,7.645,10.025,-4.285,1.345,0.485,10.875,1.545,2.985,7.735
158.76,181.48,180.64,181.88,174.22,179.56,172.84,180.95,159.7,173.63,175,173.51,167.91,177.81,177.91,174.52,175.36,177.98,178.01,176.66,175.18,171.89,173.98,168,,Peptide446,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-10.825,11.895,11.055,12.295,4.635,9.975,3.255,11.365,-9.885,4.045,5.415,3.925,-1.675,8.225,8.325,4.935,5.775,8.395,8.425,7.075,5.595,2.305,4.395,-1.585
168.32,176.54,175.7,169.56,172.69,179.98,175.89,180.1,181.54,167.44,182.2,171.31,179.4,168.22,172.88,169.59,183.12,176.78,173.73,171.48,181.41,175.06,176.93,182,,Peptide446,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1.265,6.955,6.115,-0.025,3.105,10.395,6.305,10.515,11.955,-2.145,12.615,1.725,9.815,-1.365,3.295,0.005,13.535,7.195,4.145,1.895,11.825,5.475,7.345,12.415
183.89,171.55,177.34,175.8,164.37,176.11,174,168.51,182.27,179.98,173.55,171.26,181.17,176.02,177.48,169.22,186.96,177.33,173.59,176.15,179.36,177.25,178,168,,Peptide446,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,14.305,1.965,7.755,6.215,-5.215,6.525,4.415,-1.075,12.685,10.395,3.965,1.675,11.585,6.435,7.895,-0.365,17.375,7.745,4.005,6.565,9.775,7.665,8.415,-1.585
164.38,176.97,174.11,168.12,169.7,168.7,168.03,175.55,163.1,172.56,176.67,179.42,169.47,174.44,174.51,175.95,170.21,181.85,168.81,170.26,176.98,183.21,168.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
